#id	ref1	break_pos1	region1	ref2	break_pos2	region2	num_split	num_paired	num_split_with_pair	num_split_rescued	num_uniq_starts	pap_rate	mean_split_pos	split_pos_std	homogeneity	coverage_context	ssp	fusion_class	break_on_exon	feature_1	gene_1	transcript_1	gene_1_strand	biotype_1	expression_1	feature_2	gene_2	transcript_2	gene_2_strand	biotype_2	expression_2	splice_motif	filters
812479	5	95715356	[95715274,95715356]	5	96011243	[96011241,96011305]	19	0	8	3	0.421053;0.421053;19	1	0.390639	0.180517	0.452381|0.95	-1;-1	0|0	readthrough-intersecting	yes|yes	exon	CTD-2337A12.1	CTD-2337A12.1-001:4	+	antisense	0	exon	CAST	CAST-005:2;CAST-006:2;CAST-007:2;CAST-008:3;CAST-009:2;CAST-010:2;CAST-011:2;CAST-012:2;CAST-023:2;CAST-024:2;CAST-025:2;CAST-026:2;CAST-027:2;CAST-028:2;CAST-031:2;CAST-032:2;CAST-201:2;CAST-202:2;CAST-203:2	+	protein_coding	0.573317528	1	pass
341120	13	41374861	[41374773,41374861]	13	41400642	[41400641,41400721]	19	0	13	5	0.421053;0.473684;17	1	0.289475	0.190692	1|0.575758	-1;-1	.|0	intra-chromosomal	no|yes	intron	SLC25A15	SLC25A15-001:2:3;SLC25A15-002:2:3;SLC25A15-004:3:4;SLC25A15-005:3:4	+	protein_coding	0.562635005	exon	TPTE2P5	TPTE2P5-001:6;TPTE2P5-002:5;TPTE2P5-003:4	-	pseudogene	0.401746958	0	pass
927484	X	102160665	[102160596,102160665]	X	102094729	[102094728,102094820]	19	0	11	1	0.526316;0.578947;15	1	0.646662	0.152906	0.678571|0.558824	-1;-1	0|0	readthrough-intersecting	no|yes	exon	LL0XNC01-237H1.2	LL0XNC01-237H1.2-001:6;LL0XNC01-237H1.2-002:4	+	lincRNA	0	exon	LINC00630	LINC00630-001:5;LINC00630-002:6	+	lincRNA	0	1	pass
391452	14	62463260	[62463186,62463260]	14	62436850	[62436848,62436942]	19	0	14	1	0.473684;0.526316;19	1	0.559628	0.167521	0.791667|0.101064	-1;-1	0|0	readthrough-adjacent	yes|yes	exon	SYT16	SYT16-001:1;SYT16-002:1;SYT16-201:2	+	protein_coding	1.27489126	exon	CTD-2277K2.1	CTD-2277K2.1-001:2;CTD-2277K2.1-002:3	+	lincRNA	0	1	pass
354485	13	96254776	[96254776,96254848]	13	96212717	[96212630,96212718]	19	0	13	1	0.631579;0.684211;19	1	0.455875	0.145487	0.863636|0.95	-1;-1	.|0	readthrough-intersecting	no|yes	intron	DZIP1	DZIP1-001:14:13;DZIP1-003:15:14;DZIP1-004:12:11;DZIP1-201:13:12;DZIP1-202:12:11	-	protein_coding	1.52647901	exon	CLDN10	CLDN10-001:3;CLDN10-002:3;CLDN10-003:2	+	protein_coding	3.35168338	1	pass
590644	2	2328540	[2328540,2328623]	2	2288275	[2288186,2288276]	19	0	13	8	0.578947;0.578947;19	1	0.469804	0.272481	1|0.223529	-1;-1	1|0	readthrough-intersecting	no|yes	exon	MYT1L-AS1	MYT1L-AS1-001:2;MYT1L-AS1-002:2	+	lincRNA	0	exon	MYT1L	MYT1L-001:2;MYT1L-009:2;MYT1L-010:2;MYT1L-013:2	-	protein_coding	0.580221713	0	pass
473601	17	73674569	[73674536,73674574]	16	17469339	[17469339,17469432]	19	0	10	18	0.631579;0.421053;2	1	0.172695	0.103635	1|0.904762	-1;-1	.|.	inter-chromosomal	no|no	intron	SAP30BP	SAP30BP-001:3:4;SAP30BP-002:2:3;SAP30BP-003:3:4;SAP30BP-005:2:3;SAP30BP-006:3:4;SAP30BP-007:3:4;SAP30BP-008:3:4;SAP30BP-011:4:5;SAP30BP-013:2:3;SAP30BP-014:4:5;SAP30BP-015:3:4;SAP30BP-016:3:4;SAP30BP-017:2:3;SAP30BP-018:3:4;SAP30BP-019:3:4;SAP30BP-024:3:4	+	protein_coding	1.04086924	intron	XYLT1	XYLT1-001:2:1;XYLT1-003:2:1	-	protein_coding	5.46580601	0	pass
154520	10	4975522	[4975434,4975523]	10	4872867	[4872867,4872951]	19	0	6	5	0.421053;0.473684;19	1	0.485734	0.235668	0.452381|0.159664	-1;-1	0|0	intra-chromosomal	yes|yes	exon	AKR1C1	AKR1C1-201:4	+	protein_coding	0.222615957	exon	AKR1E2	AKR1E2-002:2;AKR1E2-003:2;AKR1E2-004:2;AKR1E2-006:2;AKR1E2-007:3;AKR1E2-008:2;AKR1E2-009:2;AKR1E2-010:2;AKR1E2-014:2	+	protein_coding	0.219429508	1	pass
338324	13	32520318	[32520210,32520318]	13	32652964	[32652964,32653088]	14	2	7	0	0.571429;0.714286;14	1	0.672126	0.099579	0.761905|0.390244	-1;-1	0|0	intra-chromosomal	yes|no	exon	EEF1DP3	EEF1DP3-001:3	+	pseudogene	0.0904948711	exon	FRY	FRY-001:2;FRY-003:2	+	protein_coding	3.96612382	0	pass
181609	10	49638627	[49638537,49638627]	10	49661347	[49661346,49661434]	18	0	9	8	0.5;0.5;18	1	0.51314	0.313032	1|1	-1;-1	1|0	readthrough-adjacent	no|yes	exon	MAPK8	MAPK8-002:1	+	protein_coding	0.651235402	exon	ARHGAP22	ARHGAP22-001:8;ARHGAP22-002:8;ARHGAP22-003:6;ARHGAP22-004:8;ARHGAP22-005:7;ARHGAP22-006:4;ARHGAP22-008:9;ARHGAP22-009:5;ARHGAP22-015:4	-	protein_coding	0.899158061	0	pass
201506	19	58704964	[58704936,58704964]	10	96234425	[96234423,96234514]	18	0	5	8	0.277778;0.277778;18	1	0.826214	0.0836098	0.947368|0.219512	-1;-1	.|0	inter-chromosomal	no|yes	intron	ZNF274	ZNF274-001:1:2;ZNF274-002:4:5;ZNF274-003:4:5;ZNF274-004:1:2;ZNF274-006:4:5;ZNF274-009:4:5;ZNF274-010:3:4;ZNF274-011:2:3;ZNF274-013:1:2;ZNF274-201:4:5;ZNF274-202:3:4;ZNF274-203:1:2	+	protein_coding	0.269330829	exon	TBC1D12	TBC1D12-001:3	+	protein_coding	2.5433228	0	pass
816377	5	131892021	[131892021,131892150]	5	131785381	[131785341,131785381]	10	4	9	5	0.7;0.7;10	1	0.786973	0.160526	0.823529|0.777778	-1;-1	0|0	intra-chromosomal	no|yes	exon	RAD50	RAD50-006:1	+	protein_coding	1.41427279	exon	C5orf56	C5orf56-001:3;C5orf56-002:3;C5orf56-003:3;C5orf56-004:3;C5orf56-005:3	+	protein_coding	0.595156014	0	pass
920766	9	100417006	[100416917,100417010]	9	100437771	[100437771,100437857]	18	0	12	3	0.444444;0.5;18	1	0.578721	0.223354	1|0.9	-1;-1	.|0	readthrough-adjacent	no|no	intron	NCBP1	NCBP1-001:11:12	+	protein_coding	3.35236001	exon	XPA	XPA-001:6;XPA-003:7;XPA-004:2	-	protein_coding	2.66412258	1	pass
503937	17	668869	[668868,668926]	7	94147635	[94147546,94147635]	18	0	10	12	0.5;0.555556;9	1	0.318961	0.14877	1|0.580645	-1;-1	.|0	inter-chromosomal	no|yes	intron	GLOD4	GLOD4-001:9:8;GLOD4-002:7:6;GLOD4-003:7:6;GLOD4-004:10:9;GLOD4-005:10:9;GLOD4-007:4:3;GLOD4-008:7:6;GLOD4-009:5:4;GLOD4-015:9:8;GLOD4-201:10:9	-	protein_coding	0.922565281	exon	CASD1	CASD1-001:3;CASD1-004:3	+	protein_coding	1.46075475	0	pass
355794	5	147501589	[147501552,147501590]	13	99053692	[99053599,99053692]	18	0	8	17	0.666667;0.666667;3	1	0.150695	0.0772633	1|0.346154	-1;-1	.|0	inter-chromosomal	no|no	intron	SPINK5	SPINK5-001:26:27;SPINK5-002:26:27;SPINK5-003:26:27;SPINK5-008:26:27	+	protein_coding	0.00290731248	exon	FARP1	FARP1-017:1	+	protein_coding	0.430404335	0	pass
479814	2	105488545	[105488511,105488549]	16	23478709	[23478709,23478802]	18	0	10	14	0.555556;0.666667;1	1	0.176333	0.116996	0.947368|0.9	-1;-1	.|0	inter-chromosomal	no|no	intron	LINC01159;RP11-13J10.1	LINC01159-001:2:1;LINC01159-002:2:1;RP11-13J10.1-001:2:3	-	antisense	0	exon	GGA2	GGA2-001:17;GGA2-014:2;GGA2-015:1;GGA2-016:1	-	protein_coding	0.715639472	0	pass
755008	5	86595484	[86595457,86595490]	3	186076296	[186076296,186076387]	18	0	10	16	0.666667;0.666667;3	1	0.168835	0.0832576	1|0.473684	-1;-1	.|.	inter-chromosomal	no|no	intron	RASA1	RASA1-001:1:2;RASA1-002:1:2;RASA1-003:1:2;RASA1-004:2:3;RASA1-005:1:2	+	protein_coding	1.46060336	intron	DGKG	DGKG-001:2:1;DGKG-002:2:1;DGKG-003:2:1;DGKG-004:2:1;DGKG-201:2:1	-	protein_coding	2.20841765	0	pass
820363	5	153529507	[153529424,153529507]	5	153674376	[153674375,153674455]	17	0	11	2	0.764706;0.764706;2	1	0.470684	0.172886	1|0.607143	-1;-1	0|0	readthrough-intersecting	yes|yes	exon	MFAP3	MFAP3-007:3;MFAP3-009:4;MFAP3-011:3;MFAP3-012:3	+	protein_coding	0.873218775	exon	GALNT10	GALNT10-001:2;GALNT10-003:2;GALNT10-004:2;GALNT10-005:2;GALNT10-007:3;GALNT10-008:2	+	protein_coding	2.46749449	0	pass
231217	11	24913863	[24913778,24913863]	3	28617987	[28617903,28617987]	17	0	13	4	0.470588;0.529412;2	1	0.609189	0.19624	0.586207|0.265625	-1;-1	1|0	inter-chromosomal	no|yes	exon	LUZP2	LUZP2-003:6;LUZP2-007:2	+	protein_coding	10.0891352	exon	LINC00693	LINC00693-001:2;LINC00693-002:1;LINC00693-003:1	+	antisense	0	0	pass
24384	4	89240577	[89240491,89240578]	1	28567565	[28567543,28567568]	18	0	5	17	0.333333;0.444444;18	1	0.143325	0.0373114	1|0.947368	-1;-1	0|0	inter-chromosomal	yes|no	exon	RP11-10L7.1	RP11-10L7.1-001:4	+	lincRNA	0	exon	RP5-1092A3.4	RP5-1092A3.4-001:1	-	antisense	0	0	pass
480103	16	24652330	[24652207,24652330]	16	24788254	[24788252,24788361]	11	3	6	0	0.545455;0.454545;11	1	0.511949	0.228877	0.311111|0.482759	-1;-1	0|0	intra-chromosomal	no|yes	exon	CTD-2540M10.1	CTD-2540M10.1-001:2	+	lincRNA	0	exon	TNRC6A	TNRC6A-001:5;TNRC6A-003:5;TNRC6A-019:3	+	protein_coding	0.937892914	1	pass
683638	20	18548240	[18548149,18548240]	20	18574375	[18574373,18574460]	17	0	14	12	0.588235;0.588235;17	1	0.405558	0.33342	1|1	-1;-1	0|0	readthrough-adjacent	yes|yes	exon	LINC00493	LINC00493-001:1;LINC00493-002:1;LINC00493-003:1	+	lincRNA	0	exon	DTD1	DTD1-001:2;DTD1-002:2	+	protein_coding	6.20971489	1	pass
93641	1	145713592	[145713501,145713592]	1	145747042	[145747042,145747130]	17	0	9	9	0.470588;0.470588;17	1	0.628483	0.271719	1|1	-1;-1	.|0	readthrough-adjacent	no|yes	intron	CD160	CD160-006:2:1;CD160-007:2:1;CD160-202:2:1	-	protein_coding	0.0863841027	exon	PDZK1	PDZK1-001:2;PDZK1-002:3;PDZK1-201:2;PDZK1-202:2	+	protein_coding	0.0489314422	1	pass
232819	11	30390187	[30390098,30390187]	11	30435775	[30435775,30435830]	17	0	7	1	0.529412;0.529412;17	1	0.65475	0.122246	1|0.772727	-1;-1	1|0	readthrough-adjacent	no|yes	exon	RP4-710M3.1	RP4-710M3.1-001:1	+	pseudogene	0.614274025	exon	MPPED2	MPPED2-001:6;MPPED2-003:7;MPPED2-005:5;MPPED2-007:3;MPPED2-008:3	-	protein_coding	1.1094507	1	pass
185799	10	56637733	[56637699,56637745]	10	79800455	[79800367,79800459]	17	0	4	6	0.470588;0.529412;6	1	0.294396	0.133803	0.425|0.425	-1;-1	.|0	intra-chromosomal	no|yes	intron	PCDH15	PCDH15-004:4:3;PCDH15-019:5:4	-	protein_coding	2.33535552	exon	RPS24	RPS24-001:5;RPS24-002:7;RPS24-003:6;RPS24-010:5;RPS24-012:2;RPS24-201:6	+	protein_coding	23.1296558	0	pass
33077	1	43036831	[43036736,43036831]	1	43141390	[43141390,43141425]	16	0	6	6	0.3125;0.3125;16	1	0.772279	0.129337	1|1	-1;-1	1|.	readthrough-adjacent	no|no	exon	RP11-163G10.4	RP11-163G10.4-001:1	+	pseudogene	0.0532742999	intron	PPIH	PPIH-001:9:10;PPIH-006:5:6	+	protein_coding	1.12796438	0	pass
136440	3	79398614	[79398614,79398643]	1	215409389	[215409389,215409488]	16	0	7	5	0.5625;0.1875;8	1	0.801587	0.112695	1|1	-1;-1	.|0	inter-chromosomal	no|no	intron	ROBO1	ROBO1-001:3:2	-	protein_coding	5.11992931	exon	KCNK2	KCNK2-001:7;KCNK2-007:7	+	protein_coding	0.739041388	0	pass
882914	8	104258808	[104258805,104258899]	8	104225313	[104225231,104225313]	16	0	7	7	0.8125;0.875;16	1	0.49364	0.275964	0.410256|0.0723982	-1;-1	1|0	readthrough-intersecting	no|yes	exon	RP11-318M2.2	RP11-318M2.2-003:4;RP11-318M2.2-004:4;RP11-318M2.2-007:2	-	antisense	0	exon	BAALC	BAALC-001:2;BAALC-003:3;BAALC-004:2;BAALC-005:2	+	protein_coding	12.7529802	0	pass
669441	3	66434388	[66434358,66434396]	2	199011958	[199011868,199011958]	16	0	10	15	0.625;0.5;15	1	0.104953	0.0688736	0.695652|0.941176	-1;-1	.|0	inter-chromosomal	no|no	intron	LRIG1;SLC25A26	LRIG1-001:15:14;LRIG1-002:16:15;LRIG1-004:8:7;LRIG1-005:7:6;SLC25A26-003:12:13;SLC25A26-201:12:13	-	protein_coding	9.46892357	exon	PLCL1	PLCL1-001:7;PLCL1-006:6;PLCL1-201:5	+	protein_coding	1.17130399	0	pass
789116	4	175134249	[175134224,175134257]	8	89124896	[89124896,89124987]	16	0	10	15	0.75;0.5625;1	1	0.144815	0.0610018	1|0.941176	-1;-1	.|.	inter-chromosomal	no|no	intron	RP11-148L24.1	RP11-148L24.1-001:2:1	-	lincRNA	0	intron	MMP16	MMP16-001:7:6;MMP16-003:7:6	-	protein_coding	17.9757156	0	pass
201908	10	97192076	[97192070,97192103]	5	141691501	[141691501,141691586]	16	0	9	15	0.3125;0.5625;15	1	0.179081	0.0424005	1|0.122137	-1;-1	.|0	inter-chromosomal	no|no	intron	SORBS1	SORBS1-001:7:6;SORBS1-002:6:5;SORBS1-004:5:4;SORBS1-005:5:4;SORBS1-006:5:4;SORBS1-007:4:3;SORBS1-008:5:4;SORBS1-009:4:3;SORBS1-011:5:4;SORBS1-014:6:5;SORBS1-015:7:6;SORBS1-017:6:5;SORBS1-201:7:6;SORBS1-202:7:6;SORBS1-203:7:6;SORBS1-204:7:6;SORBS1-205:7:6	-	protein_coding	1.57415271	exon	SPRY4	SPRY4-001:3	-	protein_coding	1.14493918	0	pass
622960	20	33147674	[33147623,33147674]	2	55253636	[55253586,55253636]	1	9	1	0	1;1;1	1	0.494845	0	1|0.47619	-1;-1	0|0.9	inter-chromosomal	no|no	exon	MAP1LC3A	MAP1LC3A-001:5;MAP1LC3A-002:4;MAP1LC3A-003:4;MAP1LC3A-004:3	+	protein_coding	0.441392511	exon	RTN4	RTN4-001:3;RTN4-003:3;RTN4-006:3;RTN4-013:3;RTN4-014:3;RTN4-201:2	-	protein_coding	3.71045971	0	pass
590643	2	2327942	[2327942,2328009]	2	2288275	[2288190,2288278]	15	0	11	6	0.4;0.4;15	1	0.650557	0.215696	1|0.176471	-1;-1	1|0	readthrough-intersecting	no|yes	exon	MYT1L-AS1	MYT1L-AS1-001:2;MYT1L-AS1-002:2	+	lincRNA	0	exon	MYT1L	MYT1L-001:2;MYT1L-009:2;MYT1L-010:2;MYT1L-013:2	-	protein_coding	0.580221713	0	pass
44064	1	65533287	[65533287,65533378]	1	65352024	[65351944,65352026]	15	0	10	6	0.733333;0.666667;15	1	0.414607	0.27662	0.789474|0.652174	-1;-1	0|0	intra-chromosomal	yes|yes	exon	RP4-535B20.1	RP4-535B20.1-001:1	-	lincRNA	0	exon	JAK1	JAK1-001:2	-	protein_coding	8.92613602	1	pass
163214	10	24782894	[24782845,24782894]	14	54989172	[54989171,54989254]	15	0	6	4	0.533333;0.4;6	1	0.633816	0.132939	1|1	-1;-1	.|0	inter-chromosomal	no|yes	intron	KIAA1217	KIAA1217-001:2:3;KIAA1217-002:7:8;KIAA1217-004:6:7;KIAA1217-005:6:7;KIAA1217-006:5:6;KIAA1217-007:2:3;KIAA1217-010:2:3;KIAA1217-011:2:3;KIAA1217-201:6:7;KIAA1217-202:5:6;KIAA1217-203:6:7	+	protein_coding	0.16335772	exon	CGRRF1	CGRRF1-001:2;CGRRF1-002:2;CGRRF1-004:2;CGRRF1-007:2;CGRRF1-008:2;CGRRF1-009:2	+	protein_coding	0.823498607	0	pass
67322	1	111420309	[111420237,111420309]	1	111492473	[111492471,111492557]	14	0	10	3	0.5;0.642857;14	1	0.516509	0.225249	1|1	-1;-1	.|0	intra-chromosomal	no|yes	intron	CD53	CD53-001:1:2;CD53-004:1:2;CD53-201:1:2	+	protein_coding	1.08619606	exon	LRIF1	LRIF1-001:3;LRIF1-002:2;LRIF1-003:2	-	protein_coding	0.751243353	1	pass
583718	19	47079856	[47079854,47079941]	19	47030329	[47030282,47030330]	14	0	6	2	0.357143;0.357143;4	1	0.305125	0.121865	1|1	-1;-1	0|0	readthrough-intersecting	yes|yes	exon	AC011551.3	AC011551.3-001:4;AC011551.3-002:2	-	protein_coding	0.0466529988	exon	PPP5D1	PPP5D1-001:2;PPP5D1-003:2;PPP5D1-004:2	-	protein_coding	0.220049575	1	pass
457552	15	90838461	[90838383,90838458]	15	90934006	[90934004,90934090]	14	0	11	2	0.714286;0.714286;7	1	0.509308	0.188826	0.291667|0.583333	-1;-1	0|0	intra-chromosomal	yes|yes	exon	AC091167.3	AC091167.3-001:4	+	pseudogene	0.0431871004	exon	IQGAP1	IQGAP1-001:2;IQGAP1-004:2;IQGAP1-005:2	+	protein_coding	2.24320507	0	pass
351111	13	77649653	[77649649,77649709]	13	77570262	[77570175,77570262]	14	0	6	9	0.428571;0.5;14	1	0.389127	0.163999	1|0.424242	-1;-1	0|0	readthrough-adjacent	yes|yes	exon	MYCBP2-AS1	MYCBP2-AS1-001:1;MYCBP2-AS1-002:1;MYCBP2-AS1-003:1;MYCBP2-AS1-004:1;MYCBP2-AS1-005:1	+	antisense	0	exon	CLN5	CLN5-001:3;CLN5-002:3	+	protein_coding	3.10244012	1	pass
235537	11	36120011	[36119898,36120011]	11	36317838	[36317838,36317979]	8	3	6	1	0.75;0.75;8	1	0.381943	0.232219	0.0956522|0.733333	-1;-1	0|0	intra-chromosomal	yes|yes	exon	LDLRAD3	LDLRAD3-001:4;LDLRAD3-002:3;LDLRAD3-003:3;LDLRAD3-004:4	+	protein_coding	1.92182648	exon	PRR5L	PRR5L-001:1;PRR5L-005:1;PRR5L-016:1	+	protein_coding	0.10722667	0	pass
155339	10	6488745	[6488745,6488896]	10	6370089	[6369917,6370093]	6	4	3	0	0.666667;0.666667;6	1	0.556469	0.200345	0.833333|0.714286	-1;-1	.|0	intra-chromosomal	no|no	intron	PRKCQ	PRKCQ-001:16:15;PRKCQ-201:16:15;PRKCQ-202:15:14	-	protein_coding	0.330583334	exon	RP11-563J2.2	RP11-563J2.2-001:3	+	lincRNA	0	0	pass
618619	5	125801118	[125801116,125801207]	2	42684769	[42684731,42684769]	14	0	5	13	0.714286;0.642857;14	1	0.798888	0.103753	0.875|0.875	-1;-1	0|.	inter-chromosomal	yes|no	exon	GRAMD3	GRAMD3-001:2;GRAMD3-002:2;GRAMD3-004:2;GRAMD3-005:2;GRAMD3-006:2;GRAMD3-007:2;GRAMD3-008:2;GRAMD3-009:2;GRAMD3-010:2;GRAMD3-011:1;GRAMD3-015:3;GRAMD3-016:3;GRAMD3-018:2;GRAMD3-201:2;GRAMD3-202:2;GRAMD3-203:2	+	protein_coding	1.07777643	intron	KCNG3	KCNG3-001:2:1;KCNG3-002:2:1	-	protein_coding	0.00397750502	0	pass
535932	2	23999975	[23999973,24000007]	17	67978603	[67978518,67978604]	14	0	9	8	0.5;0.571429;9	1	0.223417	0.0886835	1|0.777778	-1;-1	.|0	inter-chromosomal	no|yes	intron	ATAD2B	ATAD2B-001:23:22;ATAD2B-003:14:13;ATAD2B-004:7:6	-	protein_coding	0.862666368	exon	AC004562.1	AC004562.1-001:4;AC004562.1-002:4	+	lincRNA	0	0	pass
154517	10	4932116	[4932068,4932116]	10	4872867	[4872864,4872954]	13	0	8	4	0.538462;0.538462;13	1	0.763909	0.117793	0.8125|0.109244	-1;-1	1|0	readthrough-adjacent	no|yes	exon	AKR1C6P	AKR1C6P-001:2;AKR1C6P-201:2	-	pseudogene	0.0151840393	exon	AKR1E2	AKR1E2-002:2;AKR1E2-003:2;AKR1E2-004:2;AKR1E2-006:2;AKR1E2-007:3;AKR1E2-008:2;AKR1E2-009:2;AKR1E2-010:2;AKR1E2-014:2	+	protein_coding	0.219429508	0	pass
463110	16	3447202	[3447202,3447287]	16	3415182	[3415116,3415183]	13	0	9	2	0.615385;0.615385;13	1	0.620953	0.170864	0.928571|0.928571	-1;-1	1|0	readthrough-intersecting	no|yes	exon	ZSCAN32	ZSCAN32-001:2;ZSCAN32-002:2;ZSCAN32-005:2;ZSCAN32-006:2;ZSCAN32-008:1;ZSCAN32-012:2;ZSCAN32-013:1;ZSCAN32-014:1;ZSCAN32-201:1	-	protein_coding	0.395221144	exon	NAA60	NAA60-001:1;NAA60-002:1	+	protein_coding	0.130101904	0	pass
518143	17	29315055	[29314961,29315055]	17	29335135	[29335135,29335204]	13	0	9	6	0.846154;0.846154;7	1	0.692181	0.251972	0.928571|0.722222	-1;-1	1|0	readthrough-adjacent	no|no	exon	RNF135	RNF135-001:3;RNF135-007:3;RNF135-009:2	+	protein_coding	0.36924237	exon	RP11-848P1.7	RP11-848P1.7-001:1	-	pseudogene	0.743112981	0	pass
578241	19	36851337	[36851335,36851422]	19	36821394	[36821307,36821395]	13	0	5	8	0.384615;0.384615;6	1	0.413893	0.305451	0.722222|1	-1;-1	0|1	readthrough-adjacent	yes|yes	exon	ZFP14	ZFP14-001:4;ZFP14-002:3	-	protein_coding	3.32230473	exon	AC092296.1;LINC00665	AC092296.1-201:1;LINC00665-001:1;LINC00665-002:2;LINC00665-003:2;LINC00665-004:1;LINC00665-005:2;LINC00665-006:2	+	miRNA	0	1	pass
763950	4	20766910	[20766910,20766995]	4	20729020	[20728954,20729021]	13	0	8	5	0.384615;0.384615;13	1	0.654892	0.17525	1|0.684211	-1;-1	.|0	readthrough-intersecting	no|yes	intron	KCNIP4	KCNIP4-001:3:2;KCNIP4-002:3:2;KCNIP4-003:3:2;KCNIP4-004:4:3;KCNIP4-006:4:3;KCNIP4-008:3:2;KCNIP4-009:3:2;KCNIP4-201:3:2	-	protein_coding	1.3286016	exon	PACRGL	PACRGL-001:8;PACRGL-002:9;PACRGL-003:8;PACRGL-005:9;PACRGL-006:8;PACRGL-007:9;PACRGL-010:6;PACRGL-011:8;PACRGL-012:5;PACRGL-015:7;PACRGL-016:8;PACRGL-027:4;PACRGL-037:2;PACRGL-201:6	+	protein_coding	0.172191709	1	pass
825097	6	3247553	[3247551,3247601]	6	3226903	[3226824,3226904]	13	0	9	4	0.538462;0.615385;13	1	0.687986	0.126964	0.8125|0.265306	-1;-1	.|0	readthrough-intersecting	no|yes	intron	PSMG4	PSMG4-001:1:2;PSMG4-010:2:3	+	protein_coding	0.528284192	exon	TUBB2B	TUBB2B-001:2;TUBB2B-002:2	-	protein_coding	56.0826492	1	pass
726177	3	48970766	[48970743,48970771]	5	87979802	[87979802,87979892]	13	0	4	11	0.307692;0.615385;5	1	0.131093	0.0556547	1|0.8125	-1;-1	.|.	inter-chromosomal	no|no	intron	ARIH2	ARIH2-001:3:4;ARIH2-002:4:5;ARIH2-003:2:3;ARIH2-005:2:3;ARIH2-006:1:2;ARIH2-010:2:3;ARIH2-011:2:3;ARIH2-012:2:3;ARIH2-016:2:3;ARIH2-017:4:5;ARIH2-021:2:3;ARIH2-022:1:2;ARIH2-024:3:4;ARIH2-025:1:2;ARIH2-026:1:2;ARIH2-027:2:3;ARIH2-028:1:2;ARIH2-029:3:4;ARIH2-030:3:4;ARIH2-031:1:2	+	protein_coding	0.730291605	intron	CTC-467M3.1;LINC00461	CTC-467M3.1-001:1:2;LINC00461-001:2:1;LINC00461-006:2:1;LINC00461-007:2:1;LINC00461-013:2:1;LINC00461-014:2:1;LINC00461-015:2:1;LINC00461-016:2:1	+	antisense	0	0	pass
504144	17	1118796	[1118796,1118869]	19	24011300	[24011209,24011300]	13	0	10	12	0.230769;0.230769;13	1	0.118219	0.181673	1|1	-1;-1	.|.	inter-chromosomal	no|no	intron	ABR	ABR-029:2:1;ABR-034:2:1	-	protein_coding	0.486875594	intron	RP11-255H23.2;RP11-255H23.4	RP11-255H23.2-001:3:4;RP11-255H23.2-002:3:4;RP11-255H23.2-003:1:2;RP11-255H23.4-001:2:1	+	pseudogene	1.22340667	0	pass
26930	1	33151618	[33151586,33151618]	9	14087658	[14087591,14087658]	2	7	2	0	0.5;0.5;2	1	0.684211	0	1|1	-1;-1	0|0.777778	inter-chromosomal	no|no	exon	RBBP4	RBBP4-001:12	+	protein_coding	2.39016867	exon	NFIB	NFIB-001:9;NFIB-002:10;NFIB-003:12;NFIB-004:12;NFIB-005:11;NFIB-201:9;NFIB-202:11	-	protein_coding	3.21424842	0	pass
508584	17	10064258	[10064258,10064305]	2	77707967	[77707965,77708061]	13	0	6	12	0.769231;0.615385;2	1	0.159983	0.0737982	0.866667|0.928571	-1;-1	.|.	inter-chromosomal	no|no	intron	GAS7	GAS7-017:2:1;GAS7-201:2:1	-	protein_coding	1.05334389	intron	LRRTM4	LRRTM4-001:4:3;LRRTM4-004:4:3;LRRTM4-005:3:2	-	protein_coding	1.70302904	0	pass
766630	9	140552627	[140552627,140552657]	4	39529958	[39529881,39529959]	13	0	8	2	0.384615;0.384615;2	1	0.259329	0.0389885	1|0.764706	-1;-1	.|1	inter-chromosomal	no|yes	intron	EHMT1	EHMT1-001:1:2;EHMT1-002:1:2;EHMT1-004:1:2;EHMT1-201:1:2	+	protein_coding	0.544660509	exon	UGDH;UGDH-AS1	UGDH-009:1;UGDH-AS1-001:1	-	protein_coding	0	0	pass
756366	3	193031833	[193031831,193031905]	3	192959322	[192959245,192959324]	12	0	9	0	0.75;0.666667;12	1	0.426287	0.145261	0.292683|0.6	-1;-1	1|0	readthrough-intersecting	yes|yes	exon	ATP13A5;ATP13A5-AS1	ATP13A5-001:19;ATP13A5-003:3;ATP13A5-AS1-001:2	-	protein_coding	0.469621092	exon	HRASLS	HRASLS-001:1;HRASLS-201:1	+	protein_coding	6.91479349	1	pass
722223	3	38494258	[38494258,38494331]	3	38442476	[38442394,38442478]	12	0	9	1	0.416667;0.333333;12	1	0.479759	0.16701	1|0.75	-1;-1	1|0	readthrough-adjacent	no|yes	exon	ACVR2B-AS1	ACVR2B-AS1-001:2	-	antisense	0	exon	XYLB	XYLB-001:18;XYLB-002:16;XYLB-006:5;XYLB-201:16	+	protein_coding	0.162680104	1	pass
926375	X	73494177	[73494177,73494242]	X	73423791	[73423719,73423791]	12	0	9	0	0.5;0.416667;12	1	0.559134	0.130551	0.342857|0.571429	-1;-1	0|1	readthrough-intersecting	yes|no	exon	FTX	FTX-002:5;FTX-006:5;FTX-007:5;FTX-009:5;FTX-010:5	-	lincRNA	0	exon	RAB11FIP1P1;RP3-368A4.5	RAB11FIP1P1-001:1;RP3-368A4.5-001:2	+	pseudogene	0	0	pass
